,6581
"Hush,,8
antechamber,,1
strike,12
opponent,,1
opponent.,1
cooled,,1
paperwork,1
hereby,1
suerte.",1
Mantuan,1
peace,",1
remedy,",1
brows,,2
"Queen,2
Eleven,1
pursue,13
plunged,10
laughter;,3
antechambers,1
laughter,,11
revenues,1
example,14
type,,2
Bustamante,,1
cudgels?,1
caution,7
around.,2
around,,2
feature,4
imperishable,1
dignified,3
abstraction,1
scorned;,1
Nimrod;,1
eats,,1
hammers,,2
chooses,,2
types,1
entrusted,9
fingers',7
nymphs,7
poor),,1
school,,2
information:,1
applauded,,1
beings,,3
throne,,2
wrought,3
ox-tail,3
danger,',1
unforeseen,1
heretofore,1
fanciest,1
bystanders.,1
easier,6
bystanders,,2
Italian,",1
biding,2
object,",1
interrupt,7
encamisado,1
devices,,2
lions,",1
fancies,,5
ended.,1
parsimonious;,1
fancies;,1
canon,",2
island.",3
ended,,2
series,1
Shelton's,,1
jewel.",1
me!,21
frays,,1
speed,,6
Rhadamanthus,,1
recognising,7
speed!,1
"Sovereign,1
speed;,1
foundation,7
professions,,1
threatened,10
provocation?",1
pillow-case,2
faculties,2
crowned,15
pledge.'",1
enormous,5
exposing,3
perhaps,,19
Mingo,2
tricks.,2
tricks,,2
speedy,3
tempting,2
reserving,2
speeds,1
dogmatism.,1
"cross,1
hearsay,2
cartels,,1
sard,,1
sallies,1
infused,3
sallied,9
processionists,1
her.,49
Verse",1
betrothed,1
flown,,1
regidor,,1
tired,12
palace,",1
governor's.",1
Catalan,1
quidem;,1
bethought,1
her!,1
easy,,12
'Commentaries,',1
spilt!,1
"unless,4
channel;,1
so-and-so,,2
showed,63
elegant,11
livelihood,,1
single-handed,,1
girthed,,1
tree,20
rusty,1
perturbation.,1
'such,2
project,2
regidors,3
livelihood?,1
armour--,1
well?,1
well;,10
Ariadne,,1
controversy,,1
controversy.,1
well,,50
well.,9
shrubs,1
Ass,1
"That,",9
custom's,1
recommended,5
amusing,6
doors,6
Ask,1
grips,2
dexterity,,1
Announcing,1
wells,1
fees,,2
chaplains,1
fees.,1
entry,1
redressing,2
Alagones,,1
door,,20
verses.,2
grip;,1
another,',1
Lisbon,2
detriment,4
came,459
darkness.,1
"Ho,2
terror;,1
terror,,3
Alchemy,1
Jaramilla,,1
falsehoods,3
Tunis,,1
Cords,1
Tunis.,2
lessons,1
haste;,1
haste,,12
haste.,2
falsehood,,7
Nevertheless,1
champaign,1
denounce,1
terrors,2
foremost,2
falsehood;,2
meeting,,1
meeting.,1
fightest,1
relish,12
Silenus,,1
spilling,1
boar-spear,2
artifices,2
vexation;,1
"mine",1
XVII,2
fitly,1
vexation,,3
hasten,5
Gregorio,,6
Orlando,,2
glass;,1
pleased.",1
recruit,1
pads,1
bartered,,1
resigned,1
pricking,1
PINCHED,2
mishaps,,2
by-paths,1
rings,4
matter?,1
dumbfoundered,1
defiance,9
debt,6
"stop,1
disdain,2
country,65
Blessed,1
thought,",1
ring,,1
planned,2
luxurious.,1
hated,9
argue,5
"please,1
trip,",1
ass.",2
rationally,,1
Sorry,1
glad.",1
grazing,1
advances,,2
parley,1
Alquife,1
privilege,3
follow.,2
adroitly,5
worship's,",1
Algiers,10
sprightliness,3
Majesty's,3
Cato,,2
so,",30
athwart,1
worked,6
doth,11
contemplated,4
value.",2
contemplates,1
wonted,2
baulked,1
unconscionable,,1
Gay.,1
Gay,,1
taunts,1
'My,5
greatly.",1
Puerto,3
churchmen,1
voyage.,2
voyage,,2
veil,,6
damaged,4
veil.,2
severity,2
passed?,1
Olivera,1
strung.,1
pieces.,6
passed.,1
passed,,6
CARRIED,6
latter-day,1
number--that,1
shivers.",1
enchanted;,8
"Weep,1
delivers.,1
gateway.,1
Beset,1
'Santiago,,1
veils,3
boyhood,2
rational,,1
sleeps,9
THAT,54
YEAR,2
sleepy,2
Rodriguez.",2
jars,,1
kingdoms.,1
kingdoms,,3
THAN,6
previous,4
esquire-like,1
spectacles,6
thereabouts,,1
disparity,1
Surely,2
innocent,3
one,',1
one,",8
jeopardy.,1
"Also,1
elevation,2
sleep;,5
sleep,,31
Scowl,,1
sleep.,4
desire,91
ill-bestowed!,1
Antonio;,2
Antonio",1
Aristotle,3
Antonio,,14
spectacle.,1
lamp-whacks.",1
Carthusian,2
creek,1
wrong-doing;,1
creed,1
dearly.",1
pitch,,2
enemies,25
need?',1
Amadis,33
bosom's,1
shakes,1
variety,,1
SCHEME;,2
cherishing,1
substituted,1
yoke,4
defensive,1
losing,20
memorable,3
shaken,5
translation--worthless,1
Heart-pierced,1
'And,1
attempts;,1
raised,65
adversity,,1
knights-errant?",1
facility,1
Greeks,2
son,51
respectable,9
flight.",1
adversity;,1
raises,3
sow,1
wrap,1
tomorrow.",4
Fez,1
CONSEQUENTIAL,,1
virtue;,2
fields,,7
waits,5
support,42
constantly,3
forest,',1
fields;,2
trappings,7
so!,2
so),1
so,,206
so.,15
Greek,,5
Germany.,1
Latin,,5
so;,19
so?,2
virtue.,1
genealogy,1
extremity,1
ignorance,,2
strongest,1
devices,8
abstraction;,1
paint-brush,1
wait,,4
time,",7
ignorance;,1
higher,,4
dropsy,1
higher.,1
dry.,1
cosmography,,1
negotiations,1
Francisco,1
called-as,1
gallows,,3
Francisca,1
lashed,,1
Hell's,1
profit.",1
models,2
primed,1
Tiber?,1
'a,5
entrust,4
proceed?",1
'T,6
fastened,2
highness,24
town-hall;,1
Charles,4
morion;,1
innkeeper's,2
Hush,,2
'A,2
conferred,6
morion,,2
'I,14
breadth,12
Castor,1
provided;,1
'Let,2
enchanted.",1
provided.,1
hole,14
quartered,6
Pyramus,3
bribes,2
load,,1
day--so,1
prolonging,1
bribed,1
Believe,1
wall,",1
persevere,3
pontifical,1
fretting,1
Declare,1
peg,3
poor,,20
poor.,3
bribe;,2
phrases.,1
phrases,,1
leave,219
tap,1
poor;,3
settle,16
gaban,,1
phrases;,1
bribe,,1
stoodst,1
occurrence,3
too,',1
sigh,11
too,",18
sign,45
Barataria.,3
Why,,12
Barataria,,6
redress,,1
Monarch,2
"everything,1
Why!,1
(diferenciarse),1
melt,4
'he,7
amazement.",1
Francis,1
traders,,1
Quiteria,,12
torpid,1
understanding,20
knowest,,7
knowest.,1
lady.",5
early,',1
me.'",1
severities,1
'valiant,1
acquisitions,,1
phlegmatics.",1
put--The,1
flesh--would,1
"once,1
miscreants;,1
miscreants?,1
fork.",1
loser,,2
Pallas,,2
twenty-five,4
curtailing,1
relations,,3
loquacity,3
flagging,1
XVIII,2
divines;,1
it,',3
Maria,",1
exertions.",1
it,",67
turret,1
angry,11
crackers,,1
contented.",1
voice--as,1
were!",1
broken-down,1
fourth.,1
fourth,,2
wicked,32
scratched,2
crossed.",1
ACTUAL,,1
everywhere,6
dreaded,,1
scratches,1
point,",7
task,,4
"Information,1
well-spent,1
pretend,4
Sage,1
Pentapolin,4
stature,3
XVII.,2
remitted,1
awesome,1
shore;,3
woman-servant,1
allowed,39
stole,7
qualified,,1
Augusts,,1
undertook,4
tameji?",1
"Sancho's,1
abounded.,1
envy,,3
revealed,5
natural,52
continued),,1
su,1
complaining,1
si,2
"Who,,1
so,1968
Zancas,",1
worse-fed,1
naturalists,,1
unwilling,,1
drunken,3
augury,1
dallied,1
experiments,1
omitting,2
frequents,1
lovelier,1
tendency,1
tore,7
"Fortune,2
limbs,2
feelest,1
muses,2
nymph,6
COLOUR,2
torn,7
affectations,,1
roast,,1
suspicion,23
stroll,3
constitutes,1
didn't,",1
Swift,,2
readers,,2
readers.,4
ladies,",1
youth.,3
experiment,,2
nation,4
CAPILLA,,1
pack-saddle,31
reckoning,4
twilight,1
shouted,8
Chrysostom's,5
risest,1
muse,,1
tender-hearted,4
told.",1
limb.,1
lance-rack,,1
square,2
crushing,1
ships,,2
owing,4
necks,,1
neighbourhood,7
thistles,,1
astray,7
wanderer,,2
dead.',1
investigation,1
dead.",4
gilt,,1
eggs.,1
eggs,,2
Cyprus,,1
siege,6
eggs!,1
disrespect,1
matchless,3
backside,3
sentinel;,1
Royal,1
sentinel,,1
open,97
gentleman-farmer's,1
city,61
Falstaff's,,1
wrath,9
convent,10
bite,3
coat,,4
stuffed,2
begotten,3
bits,5
cite,1
slashes,2
gently,,1
astrolabe,1
slashed,2
"go,",1
Seven,1
bit,,3
Lucinda,,1
hearsay,,1
folly,21
bit;,1
prelude,,1
snub-nosed,,1
chaplet,1
winter.,1
addressing,18
go,'-I,1
enriched;,1
greyhound,2
argument,8
alley,1
buried,27
law,,4
law.,1
noonday;,1
illness,,1
Heraclius,1
massy,1
horse,",1
instructed,10
Pope's,4
law;,2
blinding,1
inserted,4
she-pope!',1
1.E.2.,1
average,2
drive,17
wing,2
Arras,1
mass,,3
trembled,4
laws,40
marshalled,1
merit,12
bright,24
hiding-place,1
Roland,13
scarce,2
calumnies,2
briskish,1
overhanging,1
cause.",1
resin,,1
liberation,2
outrage,2
directed,25
clown!",2
needful.",1
midway.",1
needful.',1
rash.",1
Arcalaus,1
smitten,,2
Having,14
pranks.,1
business.",3
hinges,1
dreaming.",1
priest,11
worries,1
uncover,6
noblemen's,1
smooth;,1
niece,",3
smooth,,1
aroused,2
That,53
man;,15
minors,,3
man?,4
man!,1
bore,,1
starching,1
man',1
man,,75
Than,4
man.,7
pitiless,2
ducats,,4
unconcern,,1
heifer,,3
apparition,3
screen,2
ducats!,1
ascribed,2
day!",1
livest.",1
"None,2
disabused,4
many,339
demur,1
mane,1
Already,1
compound,,1
requires,,3
thunderstruck,,3
millers,,4
likes.",1
riddle,1
extravagantly,1
sword-arm;,1
Hogarthian,1
Torre,1
considers,3
panics,1
'there,1
caring,8
(deceived,1
longinquous,1
Fleridas,,1
endure,,3
poll,,1
ugliness,,1
poll!,1
ox-carts,1
consider,,5
enable,17
seaports,,1
actor's,1
dead--where,1
Duenissima,,1
996.zip,1
diffuse,1
ox-cart,,2
wherewithal,2
ox-cart.,2
profane,3
endurer,1
endures,3
valiant,",1
written.,4
endured,7
written,,12
marvellous,,1
ingratitude,,2
ingratitude!,1
purse,13
ingratitude;,1
Genil,,2
Venetians,,1
apparel,,2
ivy,2
Ariosto's,1
fooleries,4
"Nephew,1
inns,,1
nail,5
perpetually,2
lovers,21
mouldering,1
impetuosity,1
untried,1
authors;,1
"otherwise,1
believing,,2
barber,70
CARRASCO,,2
recapture,1
long-nosed,1
commissary,",2
veal,3
Tartesian,1
rest,95
necessary.",2
(a,1
presumption,2
loftier,3
muskets;,2
hypocrisy,,2
befalling,1
wastes.,1
Barabbas,",1
woman!",1
muskets,,2
oak-tree,1
around,10
grinders.",1
crusts,1
dart,1
dark,15
Genoese,2
inferiors,1
snare,1
dare,28
back-stroke-swish!--I,1
cantle,1
Iliad,,1
warmly,,1
rigmarole,1
posted;,1
loudest.,1
punishment,,2
unattended,,2
whipping.,1
compassionate,,1
sadness.",1
compassionate.,2
likely.,1
likely,,4
droll;,1
revenges,2
Siscar,,1
origin;,2
revenged,4
droll,,4
origin,,2
'today,1
refer,4
Requesenes,1
five,,6
five.,1
punishments,1
swarms,1
mouthfuls,1
unseasonably,2
unseasonable,3
revenge.,1
Vicente.,1
such,,2
scanty.,1
chivalry,89
Rolands.",1
befooled,1
Away,1
twelvemonth.,1
treated,,1
fasting,,3
highness's,5
lye.,1
lye,,1
dawned,1
adventurers.,1
hew,1
her,1777
bristles,1
obvious;,1
DELIGHTFUL,4
hen,5
bristles.",1
Cecial?",1
wits--were,1
"Clear,1
handsome,8
evil-doers,,1
world?",2
slope,,1
rescuing,1
he?,1
he:,1
he;,7
hight,,1
he,,67
he.,3
fright,6
Thursday,1
Camilla,87
cathedral,1
tranquil,5
athirst,1
"we'll,1
mas,,1
sanguine,4
aromatic,2
tight,9
revoked,",1
Burgundy,,1
incomprehensible,2
fours,2
2004,1
hand.",7
weight;,1
terra,1
well-spoken,3
Ravena,,1
sobbing,1
mask,1
mash,1
mast,2
mass,7
Madasimas,,1
trade?",1
musician,,4
waver,,1
welfare,4
Donations,2
ungainly,,1
realities,2
to,13486
tail,13
chewing,1
pence,,1
humbly,,2
runners,,1
appointment,2
returned,162
quarters;",1
counter-mine,,1
falsifying,1
freebooters,2
plagiarist;,1
Vivaldo,3
HOUSE,2
Latino's,1
joined,20
large,65
soldier's,5
winks,1
pigskin,1
methodical,2
(whom,1
Should,1
honourable,24
musically,,1
Laguna's,1
entreaties,,3
whirled,1
scourging?,1
escaping,4
"Only,3
Profound,1
Scowl,1
graves,4
dry-shod,1
legend,1
"Christians,,1
Naturalists,1
branches,,2
branches.,1
"but,,7
canonisation,1
contrivers,1
grapes,1
foundation,,2
burlesque.,1
noticed,",1
Delusive,1
ADVENTURE,,6
beheld,24
bedside.,1
You,,2
watch;,3
under;,1
pears,4
pearl,2
night-birds,1
gorgeous,3
Berrueca,1
under,,1
WARRANTY,,1
ballad,14
befitting,4
foundations,2
pleasant.",1
ANYTHING,1
stretch,,2
ADVENTURES,18
cauldrons,2
Your,22
prompt,2
acorns,8
suggestions,1
treatment.,1
honey.",1
"Well,",6
"Stay,,2
offer,",1
scoundrels,3
imminent,4
"Stay!,1
masses,,1
glowing,6
labourer-",1
caused,,1
away.",4
ill-will,2
rusticity,1
carbuncles,,1
waver,1
waves,1
fall,",1
authentic,3
"Leandra",1
refuse,13
constitutions,2
reverie.,1
register,2
scoundrel;,1
'what,2
noontide,,1
scoundrel!,1
cases,,1
scoundrel,,7
adorned,10
rascality.,1
astrology,2
laced,1
salvation,,2
scribes,1
wry,1
successful,,3
Michael,3
salamander,1
spectacled,1
STRANGEST,2
Greece,',1
amber,,1
hereafter,1
lace,,2
nauseous,1
Samson;,9
aggrieved,2
found,308
dosed,2
rise,,11
Spaniard's,,1
rise.,1
parts,,8
resolute,3
quick;,2
cushion,,4
reduce,4
guess;",1
likes.,1
rise;,2
enemies.",1
quick,,1
parts;,3
blacks,1
owner;,1
BROUGHT,4
brindled,1
owner),1
was--give,1
plotting,1
salute,5
passing,,1
belief,21
demure,1
mule.",2
calumniated,1
qualify,1
Tagus,6
riser,1
rises,6
emperors,",1
owners,3
circumspection,,1
black;,1
vainglory,,1
black,,9
castle,85
black.,1
golden,,1
rooted,2
"Abuse,1
feeder,1
metaphors,,1
glitter,2
marry;,1
guess,4
taking),,1
guest,8
Salamanca,5
litany,1
buckram,3
warmly,2
shrewd,,2
lavished,1
"Things,1
satirical,2
Won,1
crop,1
explanations,",1
shrewd;,1
Often,1
Hope,,1
submissively,1
arrant,1
others.",2
Spain,",1
quartan,1
hay,,2
fishermen,4
Brunello,1
filthiest,1
"Viaje,",1
knight,",3
beforehand,6
defect,5
bustle,,1
balm,1
Hannibal,,1
tipstaffs,2
"Blest,1
reliance,1
others;",1
internal,1
Diego's,7
frail,1
monastery,1
wedded,4
honey.,1
accepting,4
Real.",1
concocting,1
eclogue,1
Gilder.",1
Cloud,1
Castilian,,6
Castilian.,1
Disown,1
Castilian:,1
Castilian;,1
demanded,,2
condole,1
writes,10
solus,1
sorrowing,2
Antonomasia,6
ordained,2
mentioned;,2
centuries?,1
degrade,,1
startled,,2
mentioned,,23
mentioned.,3
charmingly,2
banner,2
enemy,49
write;,3
Ploughing,1
4,2015,1
cry,7
dismounted,13
write,,9
write.,1
weathercock,1
Leon;,1
jade,2
ounces,1
potent,2
Leon.,1
Leon,,4
enclosure,,1
ill-treatment,1
"Difficulties,1
spirits,13
healthy,,1
demons,1
know.",8
monsters,5
knowing,61
archduke,1
Cadiz,1
incident,5
death,88
tramp,1
monster.,1
monster,,2
woebegone,,1
demon;,1
thou,1078
spirit?,1
intermarried,1
licentiate,28
behoves,1
demon,,2
CHRYSOSTOM,1
spirit.,5
spirit,,12
stone's,1
gravity--a,1
race,,4
allegiance,2
race.,2
adjoining,1
pegs,',1
church,9
muleteers,,2
fathers-in-law.",1
frosts,1
estimation;,1
loves;,2
adornments,1
verse,7
loves.,3
contentedly,1
loves,,4
resting,4
champion,3
representative,2
head-dress;",1
Peralvillo?",1
solitude.",1
hardness,1
uncertain,6
hostess,2
straight,15
lovest,1
far-sighted,1
Quesada,,1
error,14
"Very,16
Miss,1
waist.,3
waist,,1
gluttony;,1
comport,2
waist;,1
fetching,3
satyrs,2
So,,7
maintain.",2
murdering,,1
albogue,1
1.C.,1
alert,2
necessity,12
governments,,3
fabrication,1
governments.,1
governors,,2
expend,1
person,71
stirrups,,6
consolation,,2
theatres,1
cabins,1
two-and-twenty.,1
bladders,3
ladies,,21
entertainment,,3
admission,3
yield,,1
ladies',4
governors;,1
ladies;,3
eager,29
ladies?,1
Massilian,1
yield;,2
Both,4
format,4
suffering,23
testify.,1
formal,1
conclusion:,1
reader;,1
done,",3
continue,12
yields,2
conclusion,,3
reader.,1
Quirocia;,1
me--that,1
departure.,7
spring,14
departure,,18
hopes.",2
mighty,68
gipsy's,1
ear-trumpet,,1
curious,15
pale,3
departure;,2
Friend,2
refined;,1
answers;,1
transactions,2
Countenance,8
handwriting,,1
convulsions,1
mouth;",1
monumentum,1
men.',1
might,,10
might.,2
men.",2
might;,1
relating,7
PANZA,34
wore,24
dismounting;,1
sacrament,2
unintentional,1
Ottoman,3
lucrando,,1
sternly,,1
awaited,5
ALTERCATION,2
"Write,1
sleeper,,1
ENAMOURED,4
suit,32
Toboso.",4
"Four,1
perplex,1
keeping.,1
keeping,,1
Maccabees,,1
posted,18
1143,,1
up,715
us,484
settled;,2
enjoins,1
flocked,4
consigned,5
settled,,9
graceful,8
stiffly,1
deeds;",1
Moon's,2
fixing,11
DUCHESS,2
hole,,2
sorcerer,2
clean.",2
lucid,3
prosecution,1
enjoin;,1
enjoin,,1
beauty.",2
holes,3
twice.",1
fresh,44
crowbar,1
having,321
safety.",1
Escotillo,1
scratch,4
knotted,1
guerdon,3
soften,5
enjoyable,1
"Urge,1
softer,4
pullets,2
salves,,1
luxuries,2
Part?",1
young,81
ruddle,,1
penalty,,1
stocked,1
disappears,,1
mixing,4
wipe,7
properties.,1
magic,9
eve,1
racy,1
try,71
contriving,,1
race,5
magis,1
insolence,4
"Indeed,,3
pledge,8
Turks,14
licensed,1
palm-leaves,,1
alone,",1
melting,,1
foals,2
desperado,1
Boliche,,1
expressed,6
Reed,1
everything;,8
foal,,1
license,,2
punch,1
busy,7
everything.,3
everything,,9
Turk,,6
Turk.,3
Endeavour,1
uneasy,9
impostors,,1
tail.",2
Leading,1
apartment,,1
ceased,,5
distressedest,1
"Listen,",1
Draw,1
POINT,2
prompt,,1
irrepressible,1
Bad;',1
forefathers,1
midday,3
avocations,,1
bodily,12
mend,11
bobbins,1
breeches,',1
ropes,,3
Friston,",1
printing-presses,1
challenge,12
matchmaking;,1
excursion;,1
mended,,1
prove.",1
fulfillment,4
replying,,2
slid,1
fit.,2
pawn,1
fit,,3
Nestor!",1
Alcantara,,1
slim,1
none;,5
thoroughly,,2
precisely,,2
slit,1
eminence,,1
slip,7
thoroughly;,1
none,,6
lordship.,1
class,,1
clogs,1
assert,,1
delay,20
class;,1
mysteries,2
manacles,3
astray;,1
lines;,1
lines:,2
lines,,5
submitted,,1
fits,7
line;,2
hawk,1
palate.,1
element,1
dinners,1
asserts,1
Greece,4
shepherds?",1
counted,8
existence;,1
cushion,5
move,21
hesitation,,2
Sobradisa,,1
existence,,2
Palomeque,1
Haves,1
Himself,1
decay,1
chosen,12
strewed,1
dispose,4
sickly,,1
separation,,3
degrees,4
annotators,1
(available,1
dock,1
legendary,1
flourish,,1
philosopher,,1
chose,,2
degree,,6
spoils,,4
truth,158
degree;,1
chose;,1
chairs,3
kitchen,2
irritation,4
decided,,2
tenth,3
trick!",1
fifty;,1
fifty,,1
plan,",1
battles,,7
monarchs,,1
them!,2
suggested;,1
month--it,1
graze,1
suggested,,2
met,,4
dubbed,19
strait-laced,1
Clearly,1
sleeplessness,1
serenity,1
AEneas,3
manuscript,3
piace,1
Osuna,2
short;,3
honoured,,2
honoured.,1
beholder's,1
says;,3
short,,68
short.,1
Dorothea;,4
1.B.,1
Dorothea',1
Dorothea,,37
Dorothea.,5
chagrin,1
occurrence.,1
occurrence,,2
Fame's,1
vouch,1
yell,,1
accompaniment,5
carver,,5
'Out,1
'Our,1
Nuncio,1
impediments;,1
alforjas,20
bravely.,1
listeners,2
dissensions,1
repented,2
devotion,6
collecting,6
accusing,1
Guinart's,,1
beggar,2
inclemency,4
trusting,5
gently,5
gentle,35
defending,8
hungrily,1
coursing.,1
mills,8
chief,18
lance-thrust;,1
LACQUEY,2
astride,2
ashore,3
churchman,,1
lily,2
accuracy,1
wicked,,2
bottom,",1
weeping,,6
pit;,1
DISCOURSE,10
wicked?,1
hypocrite,3
Rugel,1
deeply,,1
berth,',1
face,95
awe?,1
mill,,1
awe;,1
after,",1
wager.",1
babe?,1
painting,3
fact,44
brother-in-law;,1
Carcajona,,1
Paris,1
stood,,9
stood.,2
mean;,1
bring,128
brine,1
mean,,20
mean.,1
smartness;,1
brink,2
principal,7
law-giver,,1
seasonably.",1
drollery,4
Meanwhile,10
should,641
buttons,2
pit,,4
meant,51
time;",1
handle,7
listened,34
bonds,1
pit.,2
muttering,5
natural,,3
mid-course,,1
listener,1
new-fledged,2
lo!,1
curate,",1
shaping,1
Once,8
Ward's,1
Because,4
love-affairs,1
useless--as,1
dejection,",1
romances,,2
glossed,2
summon,6
ape--a,1
combats,,2
end;,7
interred;,1
packet,3
felons,1
end,,32
packed,5
end.,16
invite,,1
"Robinson,1
mien,1
blood-lettings,2
stream,,2
impertinence;,2
Constanza,,1
Skirts;,1
supper,",1
impertinence,,1
ends,11
droll;',1
injury?,1
injury,,1
stalking-horse,1
trifles.,1
trifles,,4
invited,5
1648,1
"lurcher",1
trifles;,1
streams,5
whitest;,1
schools,,1
enchanter.,2
chose--which,1
"Woe,3
raven,,2
Her,15
altered,,2
"'You,1
raven?,1
whispering,1
altered.,1
accursed,11
Director,1
"What!",8
senora,,26
hawking,1
trice.",1
chastised,1
A-lying,1
easily,",1
Whence,1
herbs.",1
nobleness,2
He,,16
Knights,2
ravens,1
chronicles,,1
Gaul,",1
MISFORTUNES,2
sallies:,1
outside.,1
acorns.",1
outside,,1
mine),,1
pits,1
sallies,,1
iron-shod,1
architecture,,1
site,6
Literary,13
propensities,1
askew,1
said!",1
searched.,1
sits,1
Sunday.",1
senseless;,1
buffoon,2
"Ill,1
infinity,4
drink,27
"Something,1
infinite,11
pleasantly,1
'Montserrate',1
fascinate,1
Tarfe,",1
doors.,1
bill-hook.,1
drawing,34
flesh,23
DEAD,4
sleeping.",1
delinquents,,1
roomy,1
chair;,1
prog-basket,1
Darius,1
Bellerophon's,1
accessories,,1
chair.,1
clipped,3
chair,,8
Heroic,1
government,60
dined,,2
money.,4
room,,38
extremities.,1
'behind,3
Salazar,1
room?,1
room:,1
room;,4
issues,,1
badly.,1
badly,,3
redound,3
delicacy,,1
nerved,1
Nona,,1
MATTERS,32
challenges,,1
people's,,1
nerves,1
actions.,1
actions,,1
amendment,3
mulberry-coloured,1
brain.",1
Riaran,,1
DOWN,2
daylight,15
giants;,2
commands.,1
LXI.,1
cruelest,2
reposing,,1
"take",1
slipping,2
roads,,6
blowing,6
oppressors.",1
skirt,,2
recompensed,4
BEFELL,30
adversary,1
LXIV,1
gazing,10
LXIX,1
merited,3
apothecary.,1
Merlin--when,1
LXII,1
buff-coloured,,1
apothecary!,1
rectify,3
mules.",1
schemers.,1
quarrelling,2
prepossessing,1
gambolling,1
envied;,3
restricts,1
envied,,1
Judge.,1
truthful.",1
'one,1
lists,,1
out.",6
out.',1
asses,,3
neither,,1
Mausolus,1
grouting,1
modest.",1
"Sancho,",1
proverbs,22
disbursement,1
marquis,4
Diana,3
triumphant,3
convince,8
Fraud,,1
distribution,7
baptism,2
church,,7
rightly,7
arms;,9
sirloin,1
ordering,2
arms.,11
arms,,54
queen's,4
ink,1
arms!,3
renowned,13
suspicions,,4
Yesterday,3
"Ascertain,1
custody,,2
slumbers,3
Guadiana,,3
incorrigible,1
suspicions;,1
reckless,5
semblance,4
again.,12
again,,61
in;,16
again!,1
in,,39
again;,9
in.,6
shame-stricken,,1
again?,1
blacks?,1
Garcilaso,,2
capers,4
undecided,,1
veil,6
vein,2
ghost,2
lasted,8
lift,8
trial,,2
Agramante's,3
commonly;,1
beach;,1
Else--and,1
commonly,,2
defraud,1
tickle,1
Xenophon,,1
charity's,1
sped,2
chill,2
hidalgos?,1
DISCREET,2
"little,1
knowest,35
ceased,13
pinch,1
Corchuelo;,1
red,17
imperilled,,2
"Quicksilver!",1
triumph,3
"ought,1
chew,2
monotonous,1
go.",2
blasphemy,3
bubbling,1
midsummer,1
Casilda,1
horn,5
preacher,2
preaches,2
'Know;',1
Curiambro.,1
(just,1
deliberate,6
She,,9
distinction,",1
mistress;,4
kindred,3
(801),1
mistress.,1
mistress,,5
torment,,2
Vergil,1
off!",1
daughter,108
items,2
Queen,16
versification,,1
feels,,1
educed.",1
Progress,",1
browsing,1
doleful,12
mutatis,1
glittering,7
envious,8
highly,16
times.",2
Recollecting,,1
total,3
'Believe,1
mills,",1
pleasantry,,1
gloss,4
world's,2
mightiest,2
pleasantry;,1
lineages,,1
smoothness.,1
Squire,",1
UT,1
infusion,1
aware,28
scarifying,1
Foundation.,1
Foundation,,4
Algerine,2
Foundation",1
Zorruna,,1
pigskin,,1
show;",1
"Proceed,,1
attacked,,2
LXV.,1
grandees,1
Fortune.',1
farce,3
agony,2
lavishness,,1
trusted,2
interview,3
beach,2
fever,4
after,291
friar's,1
beach,,4
possessed.,1
DEVICE,4
coloured,1
impossibilities.",1
tavern,,2
austere,3
hasty,7
LXVI,1
haste,41
presently.",1
"against,1
modesty,17
everything--they,1
defenders,1
'great',1
rabble,,4
hopeless,,1
rabble!,1
"say,6
venta,3
befallen,23
antagonist's,1
rock,,5
rock.,2
MANCHA,,4
MANCHA.,2
enough.",4
cheat--.,1
modest;,1
net,,1
duennas;,3
pinprodding,1
gold?",1
chivalry--may,1
band,8
fortunate,,3
CURIOSITY",6
fortunate.,1
modest,,5
printers,,1
bano,10
bank,2
lately,,1
rocky,1
ascends,1
rocks,11
WERE,,2
alleys,2
eBooks,3
lifted,25
schemes,6
kneels,1
Confess,1
fishing,,2
hooked,1
word,-and,1
remorse,1
medicine,3
water's,1
broom,2
Polyphemes,,1
fellow-captives,,1
stirred,,1
mourning,7
campaigns,1
log,,1
scheme,,6
wantonness,1
ambergris,1
deserts?",1
created,5
September,4
caprice,1
"no,5
exchanged.",1
presonages,1
